ref_mol	ref_frame	mol	frame	   rmsd
      0	        0	  1	   90	  2.841
      0	        0	  1	   91	  2.728
      0	        0	  1	   92	  3.130
      0	        0	  1	   93	  3.049
      0	        0	  1	   94	  3.109
      0	        0	  1	   95	  3.082
      0	        0	  1	   96	  3.117
      0	        0	  1	   97	  3.153
      0	        0	  1	   98	  3.017
      0	        0	  1	   99	  3.199
      0	        1	  0	    0	  2.676
      0	        1	  0	    2	  3.130
      0	        1	  0	    3	  2.645
      0	        1	  0	    4	  1.625
      0	        1	  0	    5	  2.309
      0	        1	  0	    6	  1.748
      0	        1	  0	    7	  2.774
      0	        1	  0	    8	  2.035
      0	        1	  0	    9	  1.953
      0	        1	  0	   10	  1.781
      0	        1	  0	   11	  1.991
      0	        1	  0	   12	  2.786
      0	        1	  0	   13	  2.395
      0	        1	  0	   14	  2.230
      0	        1	  0	   15	  1.696
      0	        1	  0	   16	  3.039
      0	        1	  0	   17	  1.797
      0	        1	  0	   18	  2.124
      0	        1	  0	   19	  1.750
      0	        1	  0	   20	  1.927
      0	        1	  0	   21	  1.791
      0	        1	  0	   22	  3.019
      0	        1	  0	   23	  2.933
      0	        1	  0	   24	  1.792
      0	        1	  0	   25	  1.735
      0	        1	  0	   26	  1.703
      0	        1	  0	   27	  3.325
      0	        1	  0	   28	  3.563
      0	        1	  0	   29	  2.064
      0	        1	  0	   30	  1.855
      0	        1	  0	   31	  1.653
      0	        1	  0	   32	  1.914
      0	        1	  0	   33	  1.952
      0	        1	  0	   34	  1.887
      0	        1	  0	   35	  2.079
      0	        1	  0	   36	  1.686
      0	        1	  0	   37	  2.070
      0	        1	  0	   38	  2.465
      0	        1	  0	   39	  2.773
      0	        1	  0	   40	  2.424
      0	        1	  0	   41	  1.767
      0	        1	  0	   42	  1.602
      0	        1	  0	   43	  3.334
      0	        1	  0	   44	  2.419
      0	        1	  0	   45	  1.864
      0	        1	  0	   46	  1.917
      0	        1	  0	   47	  3.332
      0	        1	  0	   48	  2.740
      0	        1	  0	   49	  1.555
      0	        1	  0	   50	  2.491
      0	        1	  0	   51	  1.623
      0	        1	  0	   52	  2.640
      0	        1	  0	   53	  1.843
      0	        1	  0	   54	  2.357
      0	        1	  0	   55	  1.965
      0	        1	  0	   56	  1.700
      0	        1	  0	   57	  1.407
      0	        1	  0	   58	  2.049
      0	        1	  0	   59	  2.661
      0	        1	  0	   60	  1.951
      0	        1	  0	   61	  1.807
      0	        1	  0	   62	  2.073
      0	        1	  0	   63	  2.783
      0	        1	  0	   64	  2.031
      0	        1	  0	   65	  1.428
      0	        1	  0	   66	  1.608
      0	        1	  0	   67	  3.448
      0	        1	  0	   68	  1.938
      0	        1	  0	   69	  1.830
      0	        1	  0	   70	  1.686
      0	        1	  0	   71	  2.147
      0	        1	  0	   72	  1.981
      0	        1	  0	   73	  1.558
      0	        1	  0	   74	  2.033
      0	        1	  0	   75	  1.982
      0	        1	  0	   76	  2.099
      0	        1	  0	   77	  2.246
      0	        1	  0	   78	  2.380
      0	        1	  0	   79	  3.392
      0	        1	  0	   80	  1.644
      0	        1	  0	   81	  2.802
      0	        1	  0	   82	  1.773
      0	        1	  0	   83	  2.073
      0	        1	  0	   84	  2.055
      0	        1	  0	   85	  1.934
      0	        1	  0	   86	  2.364
      0	        1	  0	   87	  1.604
      0	        1	  0	   88	  2.750
      0	        1	  0	   89	  3.250
      0	        1	  0	   90	  2.219
      0	        1	  0	   91	  2.785
      0	        1	  0	   92	  2.014
      0	        1	  0	   93	  1.614
      0	        1	  0	   94	  2.013
      0	        1	  0	   95	  3.258
      0	        1	  0	   96	  1.444
      0	        1	  0	   97	  1.566
      0	        1	  0	   98	  2.030
      0	        1	  0	   99	  2.357
      0	        1	  1	    0	  2.793
      0	        1	  1	    1	  2.897
      0	        1	  1	    2	  3.222
      0	        1	  1	    3	  3.421
      0	        1	  1	    4	  3.389
      0	        1	  1	    5	  2.740
      0	        1	  1	    6	  3.000
      0	        1	  1	    7	  2.888
      0	        1	  1	    8	  3.296
      0	        1	  1	    9	  3.020
      0	        1	  1	   10	  3.157
      0	        1	  1	   11	  3.337
      0	        1	  1	   12	  2.828
      0	        1	  1	   13	  2.894
      0	        1	  1	   14	  3.183
      0	        1	  1	   15	  2.871
      0	        1	  1	   16	  2.942
      0	        1	  1	   17	  3.150
      0	        1	  1	   18	  2.821
      0	        1	  1	   19	  3.138
      0	        1	  1	   20	  2.937
      0	        1	  1	   21	  2.891
      0	        1	  1	   22	  2.865
      0	        1	  1	   23	  3.171
      0	        1	  1	   24	  2.283
      0	        1	  1	   25	  3.180
      0	        1	  1	   26	  1.884
      0	        1	  1	   27	  3.035
      0	        1	  1	   28	  2.987
      0	        1	  1	   29	  3.510
      0	        1	  1	   30	  2.957
      0	        1	  1	   31	  2.687
      0	        1	  1	   32	  2.946
      0	        1	  1	   33	  3.471
      0	        1	  1	   34	  3.341
      0	        1	  1	   35	  3.264
      0	        1	  1	   36	  2.863
      0	        1	  1	   37	  3.361
      0	        1	  1	   38	  2.128
      0	        1	  1	   39	  3.021
      0	        1	  1	   40	  3.249
      0	        1	  1	   41	  2.799
      0	        1	  1	   42	  3.264
      0	        1	  1	   43	  3.080
      0	        1	  1	   44	  3.148
      0	        1	  1	   45	  3.011
      0	        1	  1	   46	  3.156
      0	        1	  1	   47	  3.215
      0	        1	  1	   48	  3.496
      0	        1	  1	   49	  2.804
      0	        1	  1	   50	  2.972
      0	        1	  1	   51	  3.249
      0	        1	  1	   52	  3.188
      0	        1	  1	   53	  3.119
      0	        1	  1	   54	  2.468
      0	        1	  1	   55	  3.034
      0	        1	  1	   56	  1.992
      0	        1	  1	   57	  3.854
      0	        1	  1	   58	  3.337
      0	        1	  1	   59	  3.252
      0	        1	  1	   60	  3.366
      0	        1	  1	   61	  3.027
      0	        1	  1	   62	  2.982
      0	        1	  1	   63	  2.926
      0	        1	  1	   64	  3.069
      0	        1	  1	   65	  3.100
      0	        1	  1	   66	  3.046
      0	        1	  1	   67	  2.999
      0	        1	  1	   68	  2.921
      0	        1	  1	   69	  2.080
      0	        1	  1	   70	  2.891
      0	        1	  1	   71	  2.273
      0	        1	  1	   72	  3.253
      0	        1	  1	   73	  3.291
      0	        1	  1	   74	  2.777
      0	        1	  1	   75	  2.754
      0	        1	  1	   76	  3.468
      0	        1	  1	   77	  3.301
      0	        1	  1	   78	  3.693
      0	        1	  1	   79	  2.887
      0	        1	  1	   80	  3.359
      0	        1	  1	   81	  2.135
      0	        1	  1	   82	  3.606
      0	        1	  1	   83	  1.919
      0	        1	  1	   84	  3.082
      0	        1	  1	   85	  3.433
      0	        1	  1	   86	  2.838
      0	        1	  1	   87	  2.789
      0	        1	  1	   88	  3.104
      0	        1	  1	   89	  3.154
      0	        1	  1	   90	  3.402
      0	        1	  1	   91	  3.052
      0	        1	  1	   92	  3.366
      0	        1	  1	   93	  2.856
      0	        1	  1	   94	  2.665
      0	        1	  1	   95	  2.809
      0	        1	  1	   96	  2.953
      0	        1	  1	   97	  2.915
      0	        1	  1	   98	  3.201
      0	        1	  1	   99	  2.990
      0	        2	  0	    0	  2.582
      0	        2	  0	    1	  3.130
      0	        2	  0	    3	  2.788
      0	        2	  0	    4	  2.995
      0	        2	  0	    5	  2.721
      0	        2	  0	    6	  2.911
      0	        2	  0	    7	  2.833
      0	        2	  0	    8	  2.807
      0	        2	  0	    9	  2.897
      0	        2	  0	   10	  2.740
      0	        2	  0	   11	  2.944
      0	        2	  0	   12	  2.844
      0	        2	  0	   13	  2.581
      0	        2	  0	   14	  2.942
      0	        2	  0	   15	  3.060
      0	        2	  0	   16	  3.197
      0	        2	  0	   17	  2.940
      0	        2	  0	   18	  2.746
      0	        2	  0	   19	  2.943
      0	        2	  0	   20	  2.726
      0	        2	  0	   21	  2.801
      0	        2	  0	   22	  2.825
      0	        2	  0	   23	  2.155
      0	        2	  0	   24	  3.169
      0	        2	  0	   25	  2.975
      0	        2	  0	   26	  3.178
      0	        2	  0	   27	  1.888
      0	        2	  0	   28	  3.063
      0	        2	  0	   29	  2.725
      0	        2	  0	   30	  2.657
      0	        2	  0	   31	  2.980
      0	        2	  0	   32	  2.766
      0	        2	  0	   33	  2.962
      0	        2	  0	   34	  2.979
      0	        2	  0	   35	  2.964
      0	        2	  0	   36	  2.893
      0	        2	  0	   37	  2.720
      0	        2	  0	   38	  2.618
      0	        2	  0	   39	  2.893
      0	        2	  0	   40	  2.789
      0	        2	  0	   41	  2.736
      0	        2	  0	   42	  2.984
      0	        2	  0	   43	  1.459
      0	        2	  0	   44	  2.715
      0	        2	  0	   45	  2.886
      0	        2	  0	   46	  2.794
      0	        2	  0	   47	  2.127
      0	        2	  0	   48	  2.593
      0	        2	  0	   49	  2.949
      0	        2	  0	   50	  2.574
      0	        2	  0	   51	  2.981
      0	        2	  0	   52	  2.573
      0	        2	  0	   53	  2.761
      0	        2	  0	   54	  2.794
      0	        2	  0	   55	  2.670
      0	        2	  0	   56	  3.294
      0	        2	  0	   57	  3.016
      0	        2	  0	   58	  2.754
      0	        2	  0	   59	  2.335
      0	        2	  0	   60	  2.621
      0	        2	  0	   61	  3.216
      0	        2	  0	   62	  2.722
      0	        2	  0	   63	  2.914
      0	        2	  0	   64	  3.117
      0	        2	  0	   65	  3.161
      0	        2	  0	   66	  2.892
      0	        2	  0	   67	  1.539
      0	        2	  0	   68	  3.096
      0	        2	  0	   69	  2.888
      0	        2	  0	   70	  2.961
      0	        2	  0	   71	  2.871
      0	        2	  0	   72	  3.040
      0	        2	  0	   73	  2.968
      0	        2	  0	   74	  2.867
      0	        2	  0	   75	  2.644
      0	        2	  0	   76	  2.865
      0	        2	  0	   77	  2.816
      0	        2	  0	   78	  2.536
      0	        2	  0	   79	  1.994
      0	        2	  0	   80	  2.937
      0	        2	  0	   81	  2.965
      0	        2	  0	   82	  2.974
      0	        2	  0	   83	  2.790
      0	        2	  0	   84	  2.708
      0	        2	  0	   85	  2.887
      0	        2	  0	   86	  2.740
      0	        2	  0	   87	  3.103
      0	        2	  0	   88	  2.654
      0	        2	  0	   89	  1.846
      0	        2	  0	   90	  2.792
      0	        2	  0	   91	  2.953
      0	        2	  0	   92	  2.853
      0	        2	  0	   93	  2.895
      0	        2	  0	   94	  2.747
      0	        2	  0	   95	  2.806
      0	        2	  0	   96	  3.170
      0	        2	  0	   97	  2.815
      0	        2	  0	   98	  3.329
      0	        2	  0	   99	  2.633
      0	        2	  1	    0	  2.961
      0	        2	  1	    1	  2.123
      0	        2	  1	    2	  1.426
      0	        2	  1	    3	  2.138
      0	        2	  1	    4	  2.457
      0	        2	  1	    5	  1.984
      0	        2	  1	    6	  3.428
      0	        2	  1	    7	  1.931
      0	        2	  1	    8	  2.113
      0	        2	  1	    9	  3.135
      0	        2	  1	   10	  2.137
      0	        2	  1	   11	  2.996
      0	        2	  1	   12	  3.054
      0	        2	  1	   13	  3.359
      0	        2	  1	   14	  2.554
      0	        2	  1	   15	  3.364
      0	        2	  1	   16	  2.933
      0	        2	  1	   17	  3.254
      0	        2	  1	   18	  3.288
      0	        2	  1	   19	  3.038
      0	        2	  1	   20	  2.005
      0	        2	  1	   21	  3.425
      0	        2	  1	   22	  2.122
      0	        2	  1	   23	  3.382
      0	        2	  1	   24	  2.741
      0	        2	  1	   25	  1.446
      0	        2	  1	   26	  3.152
      0	        2	  1	   27	  2.807
      0	        2	  1	   28	  1.720
      0	        2	  1	   29	  2.220
      0	        2	  1	   30	  2.958
      0	        2	  1	   31	  3.035
      0	        2	  1	   32	  3.345
      0	        2	  1	   33	  2.247
      0	        2	  1	   34	  1.565
      0	        2	  1	   35	  2.491
      0	        2	  1	   36	  2.907
      0	        2	  1	   37	  3.323
      0	        2	  1	   38	  2.701
      0	        2	  1	   39	  3.434
      0	        2	  1	   40	  1.499
      0	        2	  1	   41	  3.353
      0	        2	  1	   42	  1.452
      0	        2	  1	   43	  3.387
      0	        2	  1	   44	  1.913
      0	        2	  1	   45	  2.058
      0	        2	  1	   46	  1.658
      0	        2	  1	   47	  1.360
      0	        2	  1	   48	  3.440
      0	        2	  1	   49	  3.317
      0	        2	  1	   50	  3.441
      0	        2	  1	   51	  3.259
      0	        2	  1	   52	  1.477
      0	        2	  1	   53	  2.489
      0	        2	  1	   54	  2.368
      0	        2	  1	   55	  3.342
      0	        2	  1	   56	  2.622
      0	        2	  1	   57	  3.966
      0	        2	  1	   58	  1.654
      0	        2	  1	   59	  1.569
      0	        2	  1	   60	  2.510
      0	        2	  1	   61	  3.241
      0	        2	  1	   62	  2.902
      0	        2	  1	   63	  3.298
      0	        2	  1	   64	  1.554
      0	        2	  1	   65	  1.620
      0	        2	  1	   66	  1.965
      0	        2	  1	   67	  2.614
      0	        2	  1	   68	  3.388
      0	        2	  1	   69	  2.668
      0	        2	  1	   70	  1.980
      0	        2	  1	   71	  2.511
      0	        2	  1	   72	  2.134
      0	        2	  1	   73	  1.863
      0	        2	  1	   74	  3.088
      0	        2	  1	   75	  2.908
      0	        2	  1	   76	  2.643
      0	        2	  1	   77	  2.499
      0	        2	  1	   78	  3.525
      0	        2	  1	   79	  2.320
      0	        2	  1	   80	  1.860
      0	        2	  1	   81	  2.635
      0	        2	  1	   82	  1.904
      0	        2	  1	   83	  2.539
      0	        2	  1	   84	  2.708
      0	        2	  1	   85	  3.192
      0	        2	  1	   86	  3.387
      0	        2	  1	   87	  3.402
      0	        2	  1	   88	  1.609
      0	        2	  1	   89	  2.287
      0	        2	  1	   90	  1.922
      0	        2	  1	   91	  3.036
      0	        2	  1	   92	  2.530
      0	        2	  1	   93	  3.372
      0	        2	  1	   94	  3.457
      0	        2	  1	   95	  3.453
      0	        2	  1	   96	  3.387
      0	        2	  1	   97	  3.449
      0	        2	  1	   98	  2.557
      0	        2	  1	   99	  3.512
      0	        3	  0	    0	  2.974
      0	        3	  0	    1	  2.645
      0	        3	  0	    2	  2.788
      0	        3	  0	    4	  2.763
      0	        3	  0	    5	  2.895
      0	        3	  0	    6	  2.720
      0	        3	  0	    7	  2.025
      0	        3	  0	    8	  2.759
      0	        3	  0	    9	  2.784
      0	        3	  0	   10	  2.765
      0	        3	  0	   11	  2.736
      0	        3	  0	   12	  1.226
      0	        3	  0	   13	  2.794
      0	        3	  0	   14	  3.036
      0	        3	  0	   15	  2.758
      0	        3	  0	   16	  2.250
      0	        3	  0	   17	  2.752
      0	        3	  0	   18	  2.754
      0	        3	  0	   19	  2.487
      0	        3	  0	   20	  2.770
      0	        3	  0	   21	  2.570
      0	        3	  0	   22	  2.680
      0	        3	  0	   23	  2.728
      0	        3	  0	   24	  2.693
      0	        3	  0	   25	  2.735
      0	        3	  0	   26	  2.830
      0	        3	  0	   27	  2.914
      0	        3	  0	   28	  2.912
      0	        3	  0	   29	  2.760
      0	        3	  0	   30	  2.610
      0	        3	  0	   31	  2.698
      0	        3	  0	   32	  2.636
      0	        3	  0	   33	  2.846
      0	        3	  0	   34	  2.743
      0	        3	  0	   35	  2.726
      0	        3	  0	   36	  2.657
      0	        3	  0	   37	  2.821
      0	        3	  0	   38	  2.541
      0	        3	  0	   39	  1.881
      0	        3	  0	   40	  2.963
      0	        3	  0	   41	  2.442
      0	        3	  0	   42	  2.713
      0	        3	  0	   43	  2.826
      0	        3	  0	   44	  2.997
      0	        3	  0	   45	  2.818
      0	        3	  0	   46	  2.752
      0	        3	  0	   47	  2.878
      0	        3	  0	   48	  3.017
      0	        3	  0	   49	  2.437
      0	        3	  0	   50	  2.466
      0	        3	  0	   51	  2.751
      0	        3	  0	   52	  2.367
      0	        3	  0	   53	  2.685
      0	        3	  0	   54	  2.848
      0	        3	  0	   55	  2.696
      0	        3	  0	   56	  2.836
      0	        3	  0	   57	  2.704
      0	        3	  0	   58	  2.746
      0	        3	  0	   59	  2.219
      0	        3	  0	   60	  2.675
      0	        3	  0	   61	  3.006
      0	        3	  0	   62	  2.764
      0	        3	  0	   63	  1.655
      0	        3	  0	   64	  2.737
      0	        3	  0	   65	  2.680
      0	        3	  0	   66	  2.617
      0	        3	  0	   67	  3.101
      0	        3	  0	   68	  2.934
      0	        3	  0	   69	  2.599
      0	        3	  0	   70	  2.655
      0	        3	  0	   71	  2.875
      0	        3	  0	   72	  2.692
      0	        3	  0	   73	  2.618
      0	        3	  0	   74	  2.784
      0	        3	  0	   75	  2.668
      0	        3	  0	   76	  2.681
      0	        3	  0	   77	  2.870
      0	        3	  0	   78	  2.440
      0	        3	  0	   79	  3.004
      0	        3	  0	   80	  2.505
      0	        3	  0	   81	  1.469
      0	        3	  0	   82	  2.721
      0	        3	  0	   83	  2.731
      0	        3	  0	   84	  2.441
      0	        3	  0	   85	  2.787
      0	        3	  0	   86	  2.892
      0	        3	  0	   87	  2.753
      0	        3	  0	   88	  3.109
      0	        3	  0	   89	  2.865
      0	        3	  0	   90	  2.741
      0	        3	  0	   91	  1.872
      0	        3	  0	   92	  2.778
      0	        3	  0	   93	  2.690
      0	        3	  0	   94	  2.868
      0	        3	  0	   95	  2.642
      0	        3	  0	   96	  2.607
      0	        3	  0	   97	  2.402
      0	        3	  0	   98	  3.034
      0	        3	  0	   99	  2.797
      0	        3	  1	    0	  2.809
      0	        3	  1	    1	  2.517
      0	        3	  1	    2	  2.846
      0	        3	  1	    3	  3.029
      0	        3	  1	    4	  2.814
      0	        3	  1	    5	  2.638
      0	        3	  1	    6	  3.367
      0	        3	  1	    7	  2.727
      0	        3	  1	    8	  3.099
      0	        3	  1	    9	  3.539
      0	        3	  1	   10	  2.932
      0	        3	  1	   11	  2.915
      0	        3	  1	   12	  3.403
      0	        3	  1	   13	  3.112
      0	        3	  1	   14	  2.750
      0	        3	  1	   15	  3.197
      0	        3	  1	   16	  3.403
      0	        3	  1	   17	  3.299
      0	        3	  1	   18	  3.071
      0	        3	  1	   19	  2.863
      0	        3	  1	   20	  2.756
      0	        3	  1	   21	  3.218
      0	        3	  1	   22	  2.705
      0	        3	  1	   23	  3.420
      0	        3	  1	   24	  2.914
      0	        3	  1	   25	  2.900
      0	        3	  1	   26	  3.103
      0	        3	  1	   27	  2.656
      0	        3	  1	   28	  2.714
      0	        3	  1	   29	  2.880
      0	        3	  1	   30	  3.029
      0	        3	  1	   31	  2.843
      0	        3	  1	   32	  3.113
      0	        3	  1	   33	  3.096
      0	        3	  1	   34	  3.015
      0	        3	  1	   35	  2.803
      0	        3	  1	   36	  3.311
      0	        3	  1	   37	  3.122
      0	        3	  1	   38	  3.051
      0	        3	  1	   39	  3.315
      0	        3	  1	   40	  2.913
      0	        3	  1	   41	  3.134
      0	        3	  1	   42	  2.849
      0	        3	  1	   43	  3.284
      0	        3	  1	   44	  2.790
      0	        3	  1	   45	  2.503
      0	        3	  1	   46	  2.702
      0	        3	  1	   47	  2.999
      0	        3	  1	   48	  3.764
      0	        3	  1	   49	  2.997
      0	        3	  1	   50	  3.276
      0	        3	  1	   51	  3.100
      0	        3	  1	   52	  2.781
      0	        3	  1	   53	  2.568
      0	        3	  1	   54	  2.846
      0	        3	  1	   55	  3.105
      0	        3	  1	   56	  2.804
      0	        3	  1	   57	  4.146
      0	        3	  1	   58	  3.042
      0	        3	  1	   59	  2.814
      0	        3	  1	   60	  2.889
      0	        3	  1	   61	  2.896
      0	        3	  1	   62	  3.316
      0	        3	  1	   63	  3.139
      0	        3	  1	   64	  2.847
      0	        3	  1	   65	  2.897
      0	        3	  1	   66	  2.871
      0	        3	  1	   67	  2.628
      0	        3	  1	   68	  3.257
      0	        3	  1	   69	  2.983
      0	        3	  1	   70	  2.897
      0	        3	  1	   71	  2.824
      0	        3	  1	   72	  3.140
      0	        3	  1	   73	  2.936
      0	        3	  1	   74	  3.375
      0	        3	  1	   75	  2.920
      0	        3	  1	   76	  2.916
      0	        3	  1	   77	  2.811
      0	        3	  1	   78	  3.875
      0	        3	  1	   79	  2.872
      0	        3	  1	   80	  3.037
      0	        3	  1	   81	  2.761
      0	        3	  1	   82	  3.209
      0	        3	  1	   83	  2.782
      0	        3	  1	   84	  2.628
      0	        3	  1	   85	  3.115
      0	        3	  1	   86	  3.160
      0	        3	  1	   87	  3.255
      0	        3	  1	   88	  2.731
      0	        3	  1	   89	  2.944
      0	        3	  1	   90	  3.125
      0	        3	  1	   91	  3.202
      0	        3	  1	   92	  2.810
      0	        3	  1	   93	  3.216
      0	        3	  1	   94	  3.174
      0	        3	  1	   95	  3.276
      0	        3	  1	   96	  3.189
      0	        3	  1	   97	  3.294
      0	        3	  1	   98	  2.686
      0	        3	  1	   99	  3.319
      0	        4	  0	    0	  2.388
      0	        4	  0	    1	  1.625
      0	        4	  0	    2	  2.995
      0	        4	  0	    3	  2.763
      0	        4	  0	    5	  2.060
      0	        4	  0	    6	  1.583
      0	        4	  0	    7	  2.817
      0	        4	  0	    8	  1.960
      0	        4	  0	    9	  1.639
      0	        4	  0	   10	  1.602
      0	        4	  0	   11	  1.861
      0	        4	  0	   12	  2.909
      0	        4	  0	   13	  2.051
      0	        4	  0	   14	  1.788
      0	        4	  0	   15	  1.914
      0	        4	  0	   16	  3.103
      0	        4	  0	   17	  1.750
      0	        4	  0	   18	  1.839
      0	        4	  0	   19	  1.693
      0	        4	  0	   20	  1.819
      0	        4	  0	   21	  1.688
      0	        4	  0	   22	  2.982
      0	        4	  0	   23	  2.886
      0	        4	  0	   24	  1.662
