ref_mol	ref_frame	mol	frame	   rmsd
      1	       11	  0	   68	  3.463
      1	       11	  0	   69	  3.357
      1	       11	  0	   70	  3.161
      1	       11	  0	   71	  3.287
      1	       11	  0	   72	  3.289
      1	       11	  0	   73	  3.339
      1	       11	  0	   74	  3.383
      1	       11	  0	   75	  3.472
      1	       11	  0	   76	  3.326
      1	       11	  0	   77	  3.487
      1	       11	  0	   78	  2.965
      1	       11	  0	   79	  3.108
      1	       11	  0	   80	  3.236
      1	       11	  0	   81	  3.066
      1	       11	  0	   82	  3.348
      1	       11	  0	   83	  3.421
      1	       11	  0	   84	  3.054
      1	       11	  0	   85	  3.377
      1	       11	  0	   86	  3.506
      1	       11	  0	   87	  3.388
      1	       11	  0	   88	  3.354
      1	       11	  0	   89	  2.952
      1	       11	  0	   90	  3.389
      1	       11	  0	   91	  2.913
      1	       11	  0	   92	  3.453
      1	       11	  0	   93	  3.301
      1	       11	  0	   94	  3.347
      1	       11	  0	   95	  2.764
      1	       11	  0	   96	  3.310
      1	       11	  0	   97	  3.135
      1	       11	  0	   98	  3.545
      1	       11	  0	   99	  3.364
      1	       11	  1	    0	  2.478
      1	       11	  1	    1	  2.569
      1	       11	  1	    2	  3.085
      1	       11	  1	    3	  3.138
      1	       11	  1	    4	  2.074
      1	       11	  1	    5	  2.772
      1	       11	  1	    6	  2.433
      1	       11	  1	    7	  2.750
      1	       11	  1	    8	  2.993
      1	       11	  1	    9	  3.414
      1	       11	  1	   10	  3.205
      1	       11	  1	   12	  3.283
      1	       11	  1	   13	  2.760
      1	       11	  1	   14	  2.042
      1	       11	  1	   15	  2.465
      1	       11	  1	   16	  3.241
      1	       11	  1	   17	  2.800
      1	       11	  1	   18	  2.620
      1	       11	  1	   19	  2.195
      1	       11	  1	   20	  2.795
      1	       11	  1	   21	  2.662
      1	       11	  1	   22	  2.919
      1	       11	  1	   23	  2.879
      1	       11	  1	   24	  3.162
      1	       11	  1	   25	  2.936
      1	       11	  1	   26	  3.503
      1	       11	  1	   27	  2.929
      1	       11	  1	   28	  2.825
      1	       11	  1	   29	  2.657
      1	       11	  1	   30	  2.351
      1	       11	  1	   31	  2.455
      1	       11	  1	   32	  2.586
      1	       11	  1	   33	  3.352
      1	       11	  1	   34	  3.068
      1	       11	  1	   35	  1.996
      1	       11	  1	   36	  3.130
      1	       11	  1	   37	  1.827
      1	       11	  1	   38	  3.332
      1	       11	  1	   39	  2.467
      1	       11	  1	   40	  3.077
      1	       11	  1	   41	  2.749
      1	       11	  1	   42	  2.942
      1	       11	  1	   43	  2.806
      1	       11	  1	   44	  2.966
      1	       11	  1	   45	  2.568
      1	       11	  1	   46	  3.056
      1	       11	  1	   47	  3.141
      1	       11	  1	   48	  2.786
      1	       11	  1	   49	  2.625
      1	       11	  1	   50	  2.766
      1	       11	  1	   51	  2.205
      1	       11	  1	   52	  3.087
      1	       11	  1	   53	  2.376
      1	       11	  1	   54	  3.308
      1	       11	  1	   55	  2.195
      1	       11	  1	   56	  3.232
      1	       11	  1	   57	  3.267
      1	       11	  1	   58	  3.091
      1	       11	  1	   59	  3.063
      1	       11	  1	   60	  2.177
      1	       11	  1	   61	  1.926
      1	       11	  1	   62	  3.207
      1	       11	  1	   63	  2.704
      1	       11	  1	   64	  2.898
      1	       11	  1	   65	  2.829
      1	       11	  1	   66	  2.908
      1	       11	  1	   67	  1.964
      1	       11	  1	   68	  2.617
      1	       11	  1	   69	  3.281
      1	       11	  1	   70	  2.844
      1	       11	  1	   71	  3.138
      1	       11	  1	   72	  2.726
      1	       11	  1	   73	  3.156
      1	       11	  1	   74	  3.217
      1	       11	  1	   75	  2.582
      1	       11	  1	   76	  2.471
      1	       11	  1	   77	  2.085
      1	       11	  1	   78	  3.023
      1	       11	  1	   79	  2.797
      1	       11	  1	   80	  2.696
      1	       11	  1	   81	  3.325
      1	       11	  1	   82	  3.310
      1	       11	  1	   83	  3.241
      1	       11	  1	   84	  2.184
      1	       11	  1	   85	  1.612
      1	       11	  1	   86	  2.715
      1	       11	  1	   87	  2.436
      1	       11	  1	   88	  2.818
      1	       11	  1	   89	  2.299
      1	       11	  1	   90	  2.987
      1	       11	  1	   91	  2.662
      1	       11	  1	   92	  2.355
      1	       11	  1	   93	  2.609
      1	       11	  1	   94	  2.704
      1	       11	  1	   95	  2.901
      1	       11	  1	   96	  2.750
      1	       11	  1	   97	  2.569
      1	       11	  1	   98	  1.912
      1	       11	  1	   99	  2.569
      1	       12	  0	    0	  2.303
      1	       12	  0	    1	  2.828
      1	       12	  0	    2	  3.054
      1	       12	  0	    3	  3.403
      1	       12	  0	    4	  2.510
      1	       12	  0	    5	  2.599
      1	       12	  0	    6	  2.449
      1	       12	  0	    7	  3.435
      1	       12	  0	    8	  2.620
      1	       12	  0	    9	  2.484
      1	       12	  0	   10	  2.432
      1	       12	  0	   11	  2.575
      1	       12	  0	   12	  3.533
      1	       12	  0	   13	  2.763
      1	       12	  0	   14	  2.403
      1	       12	  0	   15	  2.650
      1	       12	  0	   16	  3.601
      1	       12	  0	   17	  2.459
      1	       12	  0	   18	  2.574
      1	       12	  0	   19	  2.771
      1	       12	  0	   20	  2.576
      1	       12	  0	   21	  2.680
      1	       12	  0	   22	  3.210
      1	       12	  0	   23	  2.903
      1	       12	  0	   24	  2.661
      1	       12	  0	   25	  2.544
      1	       12	  0	   26	  2.594
      1	       12	  0	   27	  2.944
      1	       12	  0	   28	  3.819
      1	       12	  0	   29	  2.752
      1	       12	  0	   30	  2.609
      1	       12	  0	   31	  2.505
      1	       12	  0	   32	  2.550
      1	       12	  0	   33	  2.536
      1	       12	  0	   34	  2.701
      1	       12	  0	   35	  2.681
      1	       12	  0	   36	  2.582
      1	       12	  0	   37	  2.695
      1	       12	  0	   38	  2.794
      1	       12	  0	   39	  3.741
      1	       12	  0	   40	  2.803
      1	       12	  0	   41	  2.708
      1	       12	  0	   42	  2.491
      1	       12	  0	   43	  3.183
      1	       12	  0	   44	  2.755
      1	       12	  0	   45	  2.532
      1	       12	  0	   46	  2.540
      1	       12	  0	   47	  3.271
      1	       12	  0	   48	  2.471
      1	       12	  0	   49	  2.765
      1	       12	  0	   50	  2.975
      1	       12	  0	   51	  2.502
      1	       12	  0	   52	  2.925
      1	       12	  0	   53	  2.739
      1	       12	  0	   54	  2.661
      1	       12	  0	   55	  2.590
      1	       12	  0	   56	  2.583
      1	       12	  0	   57	  2.588
      1	       12	  0	   58	  2.753
      1	       12	  0	   59	  2.828
      1	       12	  0	   60	  2.702
      1	       12	  0	   61	  2.698
      1	       12	  0	   62	  2.594
      1	       12	  0	   63	  3.457
      1	       12	  0	   64	  2.946
      1	       12	  0	   65	  2.771
      1	       12	  0	   66	  2.511
      1	       12	  0	   67	  3.125
      1	       12	  0	   68	  2.476
      1	       12	  0	   69	  2.564
      1	       12	  0	   70	  2.445
      1	       12	  0	   71	  2.714
      1	       12	  0	   72	  2.641
      1	       12	  0	   73	  2.622
      1	       12	  0	   74	  2.625
      1	       12	  0	   75	  2.760
      1	       12	  0	   76	  2.864
      1	       12	  0	   77	  2.550
      1	       12	  0	   78	  2.718
      1	       12	  0	   79	  3.216
      1	       12	  0	   80	  2.819
      1	       12	  0	   81	  3.518
      1	       12	  0	   82	  2.662
      1	       12	  0	   83	  2.623
      1	       12	  0	   84	  2.812
      1	       12	  0	   85	  2.428
      1	       12	  0	   86	  2.545
      1	       12	  0	   87	  2.587
      1	       12	  0	   88	  2.287
      1	       12	  0	   89	  2.884
      1	       12	  0	   90	  2.862
      1	       12	  0	   91	  3.478
      1	       12	  0	   92	  2.671
      1	       12	  0	   93	  2.452
      1	       12	  0	   94	  2.389
      1	       12	  0	   95	  3.294
      1	       12	  0	   96	  2.711
      1	       12	  0	   97	  2.592
      1	       12	  0	   98	  2.763
      1	       12	  0	   99	  2.669
      1	       12	  1	    0	  3.077
      1	       12	  1	    1	  3.018
      1	       12	  1	    2	  3.046
      1	       12	  1	    3	  3.232
      1	       12	  1	    4	  3.034
      1	       12	  1	    5	  2.775
      1	       12	  1	    6	  3.241
      1	       12	  1	    7	  2.653
      1	       12	  1	    8	  3.112
      1	       12	  1	    9	  1.475
      1	       12	  1	   10	  3.081
      1	       12	  1	   11	  3.283
      1	       12	  1	   13	  3.180
      1	       12	  1	   14	  2.844
      1	       12	  1	   15	  3.232
      1	       12	  1	   16	  1.277
      1	       12	  1	   17	  3.094
      1	       12	  1	   18	  3.112
      1	       12	  1	   19	  3.360
      1	       12	  1	   20	  2.675
      1	       12	  1	   21	  3.114
      1	       12	  1	   22	  3.002
      1	       12	  1	   23	  3.315
      1	       12	  1	   24	  2.638
      1	       12	  1	   25	  2.917
      1	       12	  1	   26	  2.451
      1	       12	  1	   27	  3.198
      1	       12	  1	   28	  2.807
      1	       12	  1	   29	  3.222
      1	       12	  1	   30	  3.126
      1	       12	  1	   31	  3.013
      1	       12	  1	   32	  3.064
      1	       12	  1	   33	  3.305
      1	       12	  1	   34	  2.988
      1	       12	  1	   35	  2.945
      1	       12	  1	   36	  1.334
      1	       12	  1	   37	  3.289
      1	       12	  1	   38	  2.536
      1	       12	  1	   39	  3.274
      1	       12	  1	   40	  3.019
      1	       12	  1	   41	  3.076
      1	       12	  1	   42	  3.025
      1	       12	  1	   43	  3.156
      1	       12	  1	   44	  2.741
      1	       12	  1	   45	  2.984
      1	       12	  1	   46	  3.071
      1	       12	  1	   47	  3.022
      1	       12	  1	   48	  3.028
      1	       12	  1	   49	  3.170
      1	       12	  1	   50	  3.110
      1	       12	  1	   51	  3.495
      1	       12	  1	   52	  3.188
      1	       12	  1	   53	  3.253
      1	       12	  1	   54	  2.398
      1	       12	  1	   55	  3.443
      1	       12	  1	   56	  2.548
      1	       12	  1	   57	  3.465
      1	       12	  1	   58	  3.008
      1	       12	  1	   59	  3.131
      1	       12	  1	   60	  2.874
      1	       12	  1	   61	  3.251
      1	       12	  1	   62	  1.260
      1	       12	  1	   63	  3.121
      1	       12	  1	   64	  2.979
      1	       12	  1	   65	  2.784
      1	       12	  1	   66	  2.942
      1	       12	  1	   67	  3.015
      1	       12	  1	   68	  3.235
      1	       12	  1	   69	  2.789
      1	       12	  1	   70	  2.762
      1	       12	  1	   71	  2.477
      1	       12	  1	   72	  2.779
      1	       12	  1	   73	  2.964
      1	       12	  1	   74	  1.087
      1	       12	  1	   75	  2.913
      1	       12	  1	   76	  3.581
      1	       12	  1	   77	  2.894
      1	       12	  1	   78	  3.267
      1	       12	  1	   79	  2.602
      1	       12	  1	   80	  3.055
      1	       12	  1	   81	  2.432
      1	       12	  1	   82	  3.382
      1	       12	  1	   83	  2.638
      1	       12	  1	   84	  3.360
      1	       12	  1	   85	  3.295
      1	       12	  1	   86	  3.219
      1	       12	  1	   87	  3.398
      1	       12	  1	   88	  2.756
      1	       12	  1	   89	  2.618
      1	       12	  1	   90	  2.997
      1	       12	  1	   91	  3.238
      1	       12	  1	   92	  3.619
      1	       12	  1	   93	  3.031
      1	       12	  1	   94	  3.022
      1	       12	  1	   95	  3.418
      1	       12	  1	   96	  3.140
      1	       12	  1	   97	  3.338
      1	       12	  1	   98	  3.020
      1	       12	  1	   99	  3.348
      1	       13	  0	    0	  3.066
      1	       13	  0	    1	  2.894
      1	       13	  0	    2	  3.359
      1	       13	  0	    3	  3.112
      1	       13	  0	    4	  2.878
      1	       13	  0	    5	  2.982
      1	       13	  0	    6	  2.800
      1	       13	  0	    7	  2.767
      1	       13	  0	    8	  2.700
      1	       13	  0	    9	  2.852
      1	       13	  0	   10	  2.781
      1	       13	  0	   11	  2.795
      1	       13	  0	   12	  3.406
      1	       13	  0	   13	  2.691
      1	       13	  0	   14	  2.869
      1	       13	  0	   15	  2.792
      1	       13	  0	   16	  3.133
      1	       13	  0	   17	  2.821
      1	       13	  0	   18	  2.902
      1	       13	  0	   19	  2.784
      1	       13	  0	   20	  2.953
      1	       13	  0	   21	  2.895
      1	       13	  0	   22	  3.052
      1	       13	  0	   23	  3.155
      1	       13	  0	   24	  2.881
      1	       13	  0	   25	  2.896
      1	       13	  0	   26	  2.911
      1	       13	  0	   27	  3.345
      1	       13	  0	   28	  3.493
      1	       13	  0	   29	  2.678
      1	       13	  0	   30	  2.842
      1	       13	  0	   31	  2.839
      1	       13	  0	   32	  2.781
      1	       13	  0	   33	  3.047
      1	       13	  0	   34	  2.925
      1	       13	  0	   35	  2.790
      1	       13	  0	   36	  2.729
      1	       13	  0	   37	  2.824
      1	       13	  0	   38	  2.818
      1	       13	  0	   39	  2.988
      1	       13	  0	   40	  2.860
      1	       13	  0	   41	  2.619
      1	       13	  0	   42	  2.663
      1	       13	  0	   43	  3.494
      1	       13	  0	   44	  2.829
      1	       13	  0	   45	  2.908
      1	       13	  0	   46	  2.922
      1	       13	  0	   47	  3.767
      1	       13	  0	   48	  3.142
      1	       13	  0	   49	  2.705
      1	       13	  0	   50	  3.346
      1	       13	  0	   51	  2.907
      1	       13	  0	   52	  3.235
      1	       13	  0	   53	  2.738
      1	       13	  0	   54	  3.093
      1	       13	  0	   55	  2.913
      1	       13	  0	   56	  3.023
      1	       13	  0	   57	  2.774
      1	       13	  0	   58	  2.747
      1	       13	  0	   59	  3.200
      1	       13	  0	   60	  2.917
      1	       13	  0	   61	  2.915
      1	       13	  0	   62	  2.927
      1	       13	  0	   63	  3.177
      1	       13	  0	   64	  3.172
      1	       13	  0	   65	  2.925
      1	       13	  0	   66	  2.874
      1	       13	  0	   67	  3.482
      1	       13	  0	   68	  2.884
      1	       13	  0	   69	  2.902
      1	       13	  0	   70	  2.705
      1	       13	  0	   71	  2.694
      1	       13	  0	   72	  2.705
      1	       13	  0	   73	  2.796
      1	       13	  0	   74	  2.866
      1	       13	  0	   75	  2.981
      1	       13	  0	   76	  2.947
      1	       13	  0	   77	  2.798
      1	       13	  0	   78	  2.657
      1	       13	  0	   79	  3.447
      1	       13	  0	   80	  2.653
      1	       13	  0	   81	  3.140
      1	       13	  0	   82	  2.905
      1	       13	  0	   83	  2.901
      1	       13	  0	   84	  2.521
      1	       13	  0	   85	  2.825
      1	       13	  0	   86	  2.879
      1	       13	  0	   87	  2.954
      1	       13	  0	   88	  3.180
      1	       13	  0	   89	  3.259
      1	       13	  0	   90	  2.839
      1	       13	  0	   91	  2.994
      1	       13	  0	   92	  2.824
      1	       13	  0	   93	  2.779
      1	       13	  0	   94	  2.895
      1	       13	  0	   95	  3.050
      1	       13	  0	   96	  2.799
      1	       13	  0	   97	  2.653
      1	       13	  0	   98	  3.110
      1	       13	  0	   99	  3.009
      1	       13	  1	    0	  2.858
      1	       13	  1	    1	  3.204
      1	       13	  1	    2	  3.490
      1	       13	  1	    3	  3.645
      1	       13	  1	    4	  2.644
      1	       13	  1	    5	  3.298
      1	       13	  1	    6	  2.079
      1	       13	  1	    7	  3.224
      1	       13	  1	    8	  3.559
      1	       13	  1	    9	  3.256
      1	       13	  1	   10	  3.571
      1	       13	  1	   11	  2.760
      1	       13	  1	   12	  3.180
      1	       13	  1	   14	  2.561
      1	       13	  1	   15	  1.892
      1	       13	  1	   16	  3.215
      1	       13	  1	   17	  2.761
      1	       13	  1	   18	  1.387
      1	       13	  1	   19	  3.042
      1	       13	  1	   20	  3.285
      1	       13	  1	   21	  1.241
      1	       13	  1	   22	  3.586
      1	       13	  1	   23	  1.716
      1	       13	  1	   24	  2.874
      1	       13	  1	   25	  3.338
      1	       13	  1	   26	  3.124
      1	       13	  1	   27	  3.129
      1	       13	  1	   28	  3.315
      1	       13	  1	   29	  2.981
      1	       13	  1	   30	  2.876
      1	       13	  1	   31	  2.887
      1	       13	  1	   32	  1.317
      1	       13	  1	   33	  3.677
      1	       13	  1	   34	  3.419
      1	       13	  1	   35	  2.618
      1	       13	  1	   36	  3.129
      1	       13	  1	   37	  2.830
      1	       13	  1	   38	  2.868
      1	       13	  1	   39	  2.046
      1	       13	  1	   40	  3.424
      1	       13	  1	   41	  1.203
      1	       13	  1	   42	  3.353
      1	       13	  1	   43	  1.286
      1	       13	  1	   44	  3.426
      1	       13	  1	   45	  3.178
      1	       13	  1	   46	  3.477
      1	       13	  1	   47	  3.487
      1	       13	  1	   48	  2.579
      1	       13	  1	   49	  1.519
      1	       13	  1	   50	  1.260
      1	       13	  1	   51	  2.526
      1	       13	  1	   52	  3.526
      1	       13	  1	   53	  2.917
      1	       13	  1	   54	  2.874
      1	       13	  1	   55	  2.396
      1	       13	  1	   56	  2.781
      1	       13	  1	   57	  2.946
      1	       13	  1	   58	  3.408
      1	       13	  1	   59	  3.589
      1	       13	  1	   60	  2.596
      1	       13	  1	   61	  2.458
      1	       13	  1	   62	  3.063
      1	       13	  1	   63	  1.116
      1	       13	  1	   64	  3.467
      1	       13	  1	   65	  3.202
      1	       13	  1	   66	  3.401
      1	       13	  1	   67	  2.575
      1	       13	  1	   68	  1.839
      1	       13	  1	   69	  2.872
      1	       13	  1	   70	  3.319
      1	       13	  1	   71	  2.743
      1	       13	  1	   72	  3.033
      1	       13	  1	   73	  3.489
      1	       13	  1	   74	  3.146
      1	       13	  1	   75	  2.735
      1	       13	  1	   76	  3.154
      1	       13	  1	   77	  2.456
      1	       13	  1	   78	  2.619
      1	       13	  1	   79	  3.259
      1	       13	  1	   80	  3.123
      1	       13	  1	   81	  2.691
      1	       13	  1	   82	  3.640
      1	       13	  1	   83	  2.893
      1	       13	  1	   84	  2.914
      1	       13	  1	   85	  2.952
      1	       13	  1	   86	  1.294
      1	       13	  1	   87	  2.106
      1	       13	  1	   88	  3.186
      1	       13	  1	   89	  2.772
      1	       13	  1	   90	  3.406
      1	       13	  1	   91	  2.845
      1	       13	  1	   92	  2.999
      1	       13	  1	   93	  1.257
      1	       13	  1	   94	  1.398
      1	       13	  1	   95	  2.062
      1	       13	  1	   96	  1.257
      1	       13	  1	   97	  1.951
      1	       13	  1	   98	  2.622
      1	       13	  1	   99	  1.698
      1	       14	  0	    0	  2.889
      1	       14	  0	    1	  3.183
      1	       14	  0	    2	  2.554
      1	       14	  0	    3	  2.750
      1	       14	  0	    4	  3.101
      1	       14	  0	    5	  3.100
      1	       14	  0	    6	  3.061
      1	       14	  0	    7	  2.329
      1	       14	  0	    8	  2.938
      1	       14	  0	    9	  3.165
      1	       14	  0	   10	  3.088
      1	       14	  0	   11	  3.088
      1	       14	  0	   12	  2.973
      1	       14	  0	   13	  3.025
      1	       14	  0	   14	  3.213
      1	       14	  0	   15	  3.100
      1	       14	  0	   16	  3.120
      1	       14	  0	   17	  3.078
      1	       14	  0	   18	  3.077
      1	       14	  0	   19	  3.051
      1	       14	  0	   20	  3.160
      1	       14	  0	   21	  3.051
      1	       14	  0	   22	  2.718
      1	       14	  0	   23	  2.352
      1	       14	  0	   24	  3.177
      1	       14	  0	   25	  2.909
      1	       14	  0	   26	  3.232
      1	       14	  0	   27	  2.610
      1	       14	  0	   28	  3.052
      1	       14	  0	   29	  2.963
      1	       14	  0	   30	  2.943
      1	       14	  0	   31	  3.107
      1	       14	  0	   32	  3.015
      1	       14	  0	   33	  3.196
      1	       14	  0	   34	  3.191
      1	       14	  0	   35	  3.066
      1	       14	  0	   36	  3.041
      1	       14	  0	   37	  3.134
      1	       14	  0	   38	  2.718
      1	       14	  0	   39	  3.039
      1	       14	  0	   40	  3.131
      1	       14	  0	   41	  2.924
      1	       14	  0	   42	  3.036
      1	       14	  0	   43	  2.646
      1	       14	  0	   44	  3.066
      1	       14	  0	   45	  3.094
      1	       14	  0	   46	  3.088
      1	       14	  0	   47	  3.040
      1	       14	  0	   48	  2.868
      1	       14	  0	   49	  2.990
      1	       14	  0	   50	  2.762
      1	       14	  0	   51	  3.142
      1	       14	  0	   52	  2.727
      1	       14	  0	   53	  3.020
      1	       14	  0	   54	  3.083
      1	       14	  0	   55	  2.942
      1	       14	  0	   56	  3.187
      1	       14	  0	   57	  3.062
      1	       14	  0	   58	  3.127
      1	       14	  0	   59	  2.401
      1	       14	  0	   60	  3.041
      1	       14	  0	   61	  3.332
      1	       14	  0	   62	  3.086
      1	       14	  0	   63	  2.918
      1	       14	  0	   64	  3.299
      1	       14	  0	   65	  3.060
      1	       14	  0	   66	  3.052
      1	       14	  0	   67	  2.795
      1	       14	  0	   68	  3.143
      1	       14	  0	   69	  3.043
      1	       14	  0	   70	  2.858
      1	       14	  0	   71	  3.062
      1	       14	  0	   72	  2.991
      1	       14	  0	   73	  3.091
      1	       14	  0	   74	  3.062
      1	       14	  0	   75	  3.151
      1	       14	  0	   76	  3.086
      1	       14	  0	   77	  3.155
      1	       14	  0	   78	  2.539
      1	       14	  0	   79	  2.827
      1	       14	  0	   80	  2.979
      1	       14	  0	   81	  2.912
      1	       14	  0	   82	  3.045
      1	       14	  0	   83	  3.044
      1	       14	  0	   84	  2.745
      1	       14	  0	   85	  3.086
      1	       14	  0	   86	  3.079
      1	       14	  0	   87	  3.145
      1	       14	  0	   88	  2.925
      1	       14	  0	   89	  2.580
      1	       14	  0	   90	  3.094
      1	       14	  0	   91	  2.946
      1	       14	  0	   92	  3.134
      1	       14	  0	   93	  2.971
      1	       14	  0	   94	  3.094
      1	       14	  0	   95	  2.766
      1	       14	  0	   96	  3.073
      1	       14	  0	   97	  2.846
      1	       14	  0	   98	  3.343
      1	       14	  0	   99	  2.895
      1	       14	  1	    0	  2.632
      1	       14	  1	    1	  2.341
      1	       14	  1	    2	  2.654
      1	       14	  1	    3	  2.897
      1	       14	  1	    4	  1.418
      1	       14	  1	    5	  2.489
      1	       14	  1	    6	  2.764
      1	       14	  1	    7	  2.319
      1	       14	  1	    8	  2.597
      1	       14	  1	    9	  2.944
      1	       14	  1	   10	  2.755
      1	       14	  1	   11	  2.042
      1	       14	  1	   12	  2.844
      1	       14	  1	   13	  2.561
      1	       14	  1	   15	  2.387
      1	       14	  1	   16	  2.709
      1	       14	  1	   17	  2.969
      1	       14	  1	   18	  2.456
      1	       14	  1	   19	  2.805
      1	       14	  1	   20	  2.377
      1	       14	  1	   21	  2.493
      1	       14	  1	   22	  2.755
      1	       14	  1	   23	  2.713
      1	       14	  1	   24	  2.921
      1	       14	  1	   25	  2.499
      1	       14	  1	   26	  3.267
      1	       14	  1	   27	  2.893
      1	       14	  1	   28	  2.506
      1	       14	  1	   29	  2.149
      1	       14	  1	   30	  2.782
      1	       14	  1	   31	  2.628
      1	       14	  1	   32	  2.364
      1	       14	  1	   33	  3.062
      1	       14	  1	   34	  2.617
      1	       14	  1	   35	  1.350
      1	       14	  1	   36	  2.683
      1	       14	  1	   37	  2.519
      1	       14	  1	   38	  3.077
      1	       14	  1	   39	  2.809
      1	       14	  1	   40	  2.618
      1	       14	  1	   41	  2.502
      1	       14	  1	   42	  2.534
      1	       14	  1	   43	  2.624
      1	       14	  1	   44	  2.660
      1	       14	  1	   45	  2.320
      1	       14	  1	   46	  2.653
      1	       14	  1	   47	  2.639
      1	       14	  1	   48	  2.922
      1	       14	  1	   49	  2.433
      1	       14	  1	   50	  2.587
      1	       14	  1	   51	  2.439
      1	       14	  1	   52	  2.735
      1	       14	  1	   53	  2.400
      1	       14	  1	   54	  2.886
      1	       14	  1	   55	  2.622
      1	       14	  1	   56	  2.949
      1	       14	  1	   57	  3.479
      1	       14	  1	   58	  2.614
      1	       14	  1	   59	  2.764
      1	       14	  1	   60	  1.353
      1	       14	  1	   61	  2.403
      1	       14	  1	   62	  2.677
      1	       14	  1	   63	  2.459
      1	       14	  1	   64	  2.551
      1	       14	  1	   65	  2.388
      1	       14	  1	   66	  2.580
      1	       14	  1	   67	  1.430
      1	       14	  1	   68	  2.563
      1	       14	  1	   69	  3.080
      1	       14	  1	   70	  2.631
      1	       14	  1	   71	  2.808
      1	       14	  1	   72	  2.116
      1	       14	  1	   73	  2.740
      1	       14	  1	   74	  2.763
      1	       14	  1	   75	  2.738
      1	       14	  1	   76	  2.573
      1	       14	  1	   77	  1.356
      1	       14	  1	   78	  3.165
      1	       14	  1	   79	  2.446
      1	       14	  1	   80	  2.132
      1	       14	  1	   81	  2.938
      1	       14	  1	   82	  2.823
      1	       14	  1	   83	  2.953
      1	       14	  1	   84	  2.399
      1	       14	  1	   85	  2.296
      1	       14	  1	   86	  2.568
      1	       14	  1	   87	  2.885
      1	       14	  1	   88	  2.350
      1	       14	  1	   89	  1.585
      1	       14	  1	   90	  2.446
      1	       14	  1	   91	  2.949
      1	       14	  1	   92	  2.595
      1	       14	  1	   93	  2.517
      1	       14	  1	   94	  2.548
      1	       14	  1	   95	  3.001
      1	       14	  1	   96	  2.527
      1	       14	  1	   97	  2.473
      1	       14	  1	   98	  1.535
      1	       14	  1	   99	  2.584
      1	       15	  0	    0	  3.045
      1	       15	  0	    1	  2.871
      1	       15	  0	    2	  3.364
      1	       15	  0	    3	  3.197
      1	       15	  0	    4	  2.834
      1	       15	  0	    5	  3.176
      1	       15	  0	    6	  2.851
      1	       15	  0	    7	  2.639
      1	       15	  0	    8	  2.803
      1	       15	  0	    9	  3.011
      1	       15	  0	   10	  2.916
      1	       15	  0	   11	  2.931
      1	       15	  0	   12	  3.453
      1	       15	  0	   13	  2.887
      1	       15	  0	   14	  3.017
      1	       15	  0	   15	  2.840
      1	       15	  0	   16	  3.059
      1	       15	  0	   17	  2.905
      1	       15	  0	   18	  3.040
      1	       15	  0	   19	  2.860
      1	       15	  0	   20	  3.058
      1	       15	  0	   21	  2.942
      1	       15	  0	   22	  3.009
      1	       15	  0	   23	  3.118
      1	       15	  0	   24	  3.006
      1	       15	  0	   25	  2.751
      1	       15	  0	   26	  2.987
      1	       15	  0	   27	  3.428
      1	       15	  0	   28	  3.474
      1	       15	  0	   29	  2.737
      1	       15	  0	   30	  2.917
      1	       15	  0	   31	  2.947
      1	       15	  0	   32	  2.940
      1	       15	  0	   33	  3.013
      1	       15	  0	   34	  3.010
      1	       15	  0	   35	  3.000
      1	       15	  0	   36	  2.909
      1	       15	  0	   37	  2.990
      1	       15	  0	   38	  2.846
      1	       15	  0	   39	  3.056
      1	       15	  0	   40	  2.928
      1	       15	  0	   41	  2.754
      1	       15	  0	   42	  2.798
      1	       15	  0	   43	  3.516
      1	       15	  0	   44	  2.805
      1	       15	  0	   45	  3.005
      1	       15	  0	   46	  3.015
      1	       15	  0	   47	  3.745
      1	       15	  0	   48	  3.216
      1	       15	  0	   49	  2.749
      1	       15	  0	   50	  3.316
      1	       15	  0	   51	  2.926
      1	       15	  0	   52	  3.334
      1	       15	  0	   53	  2.757
      1	       15	  0	   54	  3.207
      1	       15	  0	   55	  2.936
      1	       15	  0	   56	  2.869
      1	       15	  0	   57	  2.778
      1	       15	  0	   58	  2.977
      1	       15	  0	   59	  3.219
      1	       15	  0	   60	  2.997
      1	       15	  0	   61	  3.089
      1	       15	  0	   62	  2.952
      1	       15	  0	   63	  3.240
      1	       15	  0	   64	  3.169
      1	       15	  0	   65	  2.833
      1	       15	  0	   66	  2.911
      1	       15	  0	   67	  3.538
      1	       15	  0	   68	  2.971
      1	       15	  0	   69	  2.903
      1	       15	  0	   70	  2.672
      1	       15	  0	   71	  2.726
      1	       15	  0	   72	  2.817
      1	       15	  0	   73	  2.878
      1	       15	  0	   74	  2.987
      1	       15	  0	   75	  3.125
      1	       15	  0	   76	  2.986
      1	       15	  0	   77	  3.039
      1	       15	  0	   78	  2.741
      1	       15	  0	   79	  3.481
      1	       15	  0	   80	  2.787
      1	       15	  0	   81	  3.213
      1	       15	  0	   82	  2.913
      1	       15	  0	   83	  2.914
      1	       15	  0	   84	  2.598
      1	       15	  0	   85	  2.869
      1	       15	  0	   86	  3.057
      1	       15	  0	   87	  2.904
      1	       15	  0	   88	  3.269
      1	       15	  0	   89	  3.303
      1	       15	  0	   90	  3.025
      1	       15	  0	   91	  3.119
      1	       15	  0	   92	  2.983
      1	       15	  0	   93	  2.786
